Proteins,ECC,CC,GO,SubCell
YOR182C,0.061566205,0.111111111,0.004058024,0
YMR186W,0,0,0,0
YBR047W,0,0,0,0
YDR526C,0.088965517,0.222222222,0.00617738,0
YAL011W,0,0,0,0
YOR053W,0.018281343,0.166666667,0,0
YBL045C,0,0,0,0
YCR057C,0.044665128,0.10989011,0.004341617,0
YOR167C,0,0,0,0
YBR076W,0,0,0,0
YPR172W,0,0,0,0
YDL215C,0,0,0,0
YHR144C,0.025797282,0.036363636,0,0
YAL047C,0.015333002,0.138888889,0.002233149,0
YLR370C,0,0,0,0
Q0085,0.089100057,0.111111111,0.00218407,0
YDL102W,0.021958401,1,0.000799771,0
YJL164C,0,0,0,0
YOR017W,0,0,0,0
YOR324C,0.031924136,0.166666667,0.000585547,0
YGR060W,0,0,0,0
YFR028C,0.31340975,0.257246377,0.025147917,0
YOL149W,0,0,0,0
YBR066C,0,0,0,0
YBR276C,0.020269293,0.047619048,0.000585547,0
YHL006C,0,0,0,0
YLR196W,0,0,0,0
YCR089W,0,0,0,0
YML047C,0.017922322,0.1,0.000657975,0
YBR087W,0.026731966,0.055555556,0.000767638,0
YML121W,0,0,0,0
YER074W-A,0,0,0,0
YPR031W,0,0,0,0
YGR222W,0,0,0,0
YOL144W,0,0,0,0
YJL042W,0,0,0,0
YDL158C,0,0,0,0
YKL189W,0,0,0,0
YER143W,0,0,0,0
YKL210W,0.203968857,0.130124777,0.030872812,0
YHR142W,0,0,0,0
YGR061C,0.002639447,0.5,0.000578066,0
YDR144C,0,0,0,0
YGL219C,0,0,0,0
YLR356W,0.039201119,0.127272727,0,0
YIL159W,0,0,0,0
YKR079C,0,0,0,0
YDL090C,0,0,0,0
YDL241W,0.122673213,0.296703297,0.004379701,0
YPL024W,0,0,0,0
YIL103W,0.095671124,0.142857143,0.008397817,0
YBL085W,0,0,0,0
YDR368W,0,0,0,0
YDL071C,0.019268779,0.333333333,0.001033718,0
YNL294C,0,0,0,0
YCR001W,0,0,0,0
YCL028W,0.018361595,1,0,0
YHR101C,0,0,0,0
YKR105C,0,0,0,0
YHR040W,0,0,0,0
YHL044W,0,0,0,0
YDR268W,0.035471262,1,0.000285633,0
YIL072W,0,0,0,0
YBR293W,0.00219584,0.022222222,0.000233699,0
YBR109C,0,0,0,0
YPL096C-A,0.197875779,0.405263158,0.019503376,0
YMR299C,0,0,0,0
YHR207C,0,0,0,0
YPR182W,0,0,0,0
YAL035W,0,0,0,0
YDL126C,0,0,0,0
YDR266C,0,0,0,0
YJR084W,0,0,0,0
YGR233C,0.358988228,0.21512605,0.034612298,0
YGL173C,0,0,0,0
YLR290C,0,0,0,0
YNL292W,0.051799304,0.2,0.001033718,0.3125
YGL061C,0.016750318,0.1,0.000142816,0
YPR173C,0.079111664,0.133333333,0.003005342,0
YPL240C,0,0,0,0
YLR065C,0.02332848,0.004207574,0.004696391,0
YLR447C,0,0,0,0
YOR072W,0,0,0,0
YMR210W,0,0,0,0
YFL044C,0,0,0,0
YMR035W,0,0,0,0
YPR103W,0,0,0,0
YER038C,0.000873544,0.1,0.000399886,0
YMR021C,0.004223076,0.005847953,0.001285347,0
YKL130C,0,0,0,0
YAL064W,0.006390044,0.1,0.000714082,0
YGR157W,0.016184255,0.111111111,0.001809007,0
YLR015W,0.162787571,0.294372294,0.01210927,0
YER111C,0,0,0,0
YDR439W,0.02429244,0.333333333,0.000576366,0
YJL152W,0,0,0,0
YKL133C,0.050769166,0.666666667,0.003213368,0
YMR268C,0,0,0,0
YDL056W,0,0,0,0
YNL314W,0,0,0,0
YCR005C,0,0,0,0
YBR226C,0.021282757,0.166666667,0,0
YBR143C,0,0,0,0
YOL065C,0,0,0,0
YHL027W,0.037836013,0.333333333,0.000942588,0.025
YCR048W,0,0,0,0
YML099C,0,0,0,0
YPL027W,0.022202136,0.5,0.001252889,0
YOL076W,0,0,0,0
YPL188W,0,0,0,0
YDL213C,0,0,0,0
YNL049C,0,0,0,0
YKL194C,0,0,0,0
YNL248C,0.073607347,0.533333333,0.000603909,0
YOL051W,0,0,0,0
YCL040W,0,0,0,0
YOL145C,0,0,0,0
YJR092W,0,0,0,0
YML014W,0.025078703,0.088888889,0.002646863,0
YOR327C,0,0,0,0
YGL171W,0.00242901,0.333333333,0,0
YOR322C,0,0,0,0
YOR118W,0.021282757,0.1,0,0
YDR172W,0,0,0,0
YLR326W,0.016566973,0.133333333,0.000585547,0
YGR089W,0,0,0,0
YFL017C,0.005449208,0.1,0.000580786,0
YHL018W,0.106413787,1,0.000585547,0
YER068W,0,0,0,0
YLL038C,0,0,0,0
YGL227W,0,0,0,0
YIL055C,0.069862458,0.5,0.001297588,0
YBL021C,0,0,0,0
YJL215C,0,0,0,0
YOR285W,0.041383139,1,0.000642674,0
YJL025W,0,0,0,0
YOR102W,0,0,0,0
YMR114C,0.019706257,0.066666667,0,0
YFL016C,0,0,0,0
YDL101C,0,0,0,0
YER053C,0,0,0,0
YEL039C,0.021958401,0.066666667,0.000576366,0
YPR010C,0.002621266,0.066666667,0,0
YPL069C,0,0,0,0
YJL135W,0.002550405,0.047619048,0,0
YBR195C,1,0.112155021,0.366657486,0
YNL153C,0,0,0,0
YNL210W,0,0,0,0
YPR006C,0,0,0,0
YAL060W,0.001730557,1,0,0
YHL023C,0.129075983,0.6,0.001770923,0
YMR096W,0,0,0,0
YOL056W,0.039549591,0.285714286,0.002002829,0
YMR272C,0.036498293,0.166666667,0.007826335,0
YHR200W,0,0,0,0
YOL038W,0,0,0,0
YGR149W,0,0,0,0
YDR181C,0.019822176,0.014492754,0.001536767,0
YDR311W,0,0,0,0
YOR305W,0.151999299,0.8,0.033276207,0
YDR076W,0,0,0,0
YGL241W,0,0,0,0
YML127W,0.018143632,0.021645022,0.001713796,0
YDR510W,0.009527597,0.014705882,0.002892031,0
YKR026C,0,0,0,0
YKR060W,0,0,0,0
YER153C,0,0,0,0
YML130C,0.025618134,1,0.000637181,0
YGR163W,0,0,0,0
YPR180W,0,0,0,0
YKL134C,0.229376876,0.064102564,0.017831455,0
YBL026W,0.021908721,0.166666667,0.000285633,0
YPR066W,0,0,0,0
YDL091C,0,0,0,0
YDR515W,0.016649124,0.666666667,0.005998286,0
YGL174W,0,0,0,0
YHR050W,0,0,0,0
YMR316C-A,0,0,0,0
YJL012C,0.079643128,0.055335968,0.002732553,0
YIL144W,0,0,0,0
YIL051C,0,0,0,0
YOR379C,0,0,0,0
YBR059C,0.06693273,0.111111111,0.002999143,0
YMR052W,0,0,0,0
YFR007W,0.189391876,0.323809524,0.01000039,0.15
YDL225W,0,0,0,0
YDR514C,0,0,0,0
YJR004C,0,0,0,0
YNR045W,0,0,0,0
YLR031W,0,0,0,0
YBR043C,0,0,0,0
YPR144C,0,0,0,0
YPL163C,0.003281645,0.166666667,0.000618871,0
YLR269C,0.019706257,0.166666667,0,0
YJR045C,0,0,0,0
YBR196C,0,0,0,0
YJL155C,0,0,0,0
YLR199C,0.025111402,0.142857143,0.001428163,0
YER124C,0,0,0,0
YGR168C,0,0,0,0
YEL060C,0,0,0,0
YEL033W,0.875242717,0.074771815,0.429463691,0
YLR200W,0.001821497,1,0.000952109,0
YPL182C,0,0,0,0
YDR416W,0.139212732,0.197802198,0.005888454,0.15
YBR193C,0,0,0,0
YNL319W,0.060428558,0.115384615,0.001285347,0
YLR332W,0.038067448,0.439393939,0.012529753,0
YPL253C,0.003863782,0.047619048,0.000535561,0
YLR182W,0.011368994,0.166666667,0,0
YER110C,0,0,0,0
YDR489W,0,0,0,0
YFR012W,0.12103345,0.169117647,0.000595068,0
YHR154W,0.046855912,0.285714286,0.002001016,0
YOR008C,0,0,0,0
YKL060C,0,0,0,0
YER189W,0,0,0,0
YDR106W,0.082766279,1,0.000476054,0
YMR261C,0,0,0,0
YBR013C,0,0,0,0
YOL050C,0.039136404,0.090909091,0,0
YDR363W-A,0.007449451,0.4,0.002427878,0
YBR095C,0.013642793,0.066666667,9.52E-05,0
YMR235C,0,0,0,0
YDR403W,0.018411581,0.044444444,0.001242502,0
YDR174W,0,0,0,0
YGL185C,0.012147302,0.002484472,0,0
YNL192W,0,0,0,0
YLR388W,0.242766282,0.121212121,0.016195707,0
YER146W,0,0,0,0
YER172C,0,0,0,0
YKR044W,0.021282757,0.333333333,0,0
YML069W,0,0,0,0
YNL139C,0.045431174,0.142857143,0.002189851,0
YGL145W,0,0,0,0
YGR173W,0,0,0,0
YDR075W,0,0,0,0
YDR374C,0,0,0,0
YMR223W,0,0,0,0
YPR053C,0,0,0,0
YGR070W,0.09501231,0.071428571,0.00604821,0
YHR066W,0,0,0,0
YBR235W,0,0,0,0
YBR084C-A,0,0,0,0
YDR068W,0,0,0,0
YPR088C,0,0,0,0
YNR024W,0.637428367,0.121055651,0.074560556,0
YPR141C,0,0,0,0
YKL153W,0.490339082,0.8,0.007026564,0
YKL022C,0,0,0,0
YJR001W,0.000983623,0.333333333,0,0
YOL116W,0,0,0,0
YDL180W,0.148649529,0.182336182,0.012882818,0
YKR054C,0,0,0,0
YPL268W,0.135507788,0.169934641,0.032990574,0
YER114C,0,0,0,0
YIL070C,0,0,0,0
YLL010C,0,0,0,0
YJL141C,0,0,0,0
YOL132W,0,0,0,0
YDR364C,0,0,0,0
YGL021W,0,0,0,0
YNR037C,0.049001374,0.257575758,0.007740646,0
YOR035C,0,0,0,0
YNL158W,0,0,0,0
YOL130W,0,0,0,0
YOR175C,0,0,0,0
YLR297W,0.029923253,0.527777778,0.006045892,0
YJR117W,0,0,0,0
YIR039C,0,0,0,0
YBR072W,0,0,0,0
YIL162W,0,0,0,0
YBR166C,0,0,0,0
YIR013C,0,0,0,0
YJR108W,0,0,0,0
YDR079W,0,0,0,0
YNL193W,0.121615757,0.285714286,0.001716193,0
YGR195W,0,0,0,0
YOR103C,0.051635512,0.138888889,0.003624815,0.028125
YGL172W,0,0,0,0
YOL030W,0.024842724,0.064102564,0.001303657,0
YBL106C,0,0,0,0
YOR353C,0,0,0,0
YOR128C,0.04321657,0.181818182,0.003784633,0
YOR025W,0,0,0,0
YJR162C,0,0,0,0
YKL017C,0,0,0,0
YKL192C,0,0,0,0
YBR241C,0.000892359,0.333333333,0,0
YOL067C,0,0,0,0
YKR042W,0.002229919,0.066666667,0,0
YKL213C,0,0,0,0
YDR122W,0,0,0,0
YGR254W,0,0,0,0
YLR325C,0.129581731,0.8,0.004053377,0
YOR061W,0,0,0,0
YDR017C,0.142792512,0.254545455,0.004621475,0.15
YJR076C,0.012316411,0.066666667,0,0
YNL103W,0,0,0,0
YMR010W,0.027820598,1,0,0
YLR306W,0,0,0,0
YBL042C,0,0,0,0
YBL100W-A,0.006469742,0.5,0,0
YMR116C,0,0,0,0
YMR163C,0,0,0,0
YPR085C,0,0,0,0
YIL111W,0,0,0,0
YNL155W,0,0,0,0
YKL141W,0.091211818,0.266666667,0.002170808,0.028125
YDL217C,0,0,0,0
YLR407W,0,0,0,0
YGL195W,0,0,0,0
YEL020C,0,0,0,0
YLL036C,0,0,0,0
YLR320W,0,0,0,0
YCL005W,0,0,0,0
YMR222C,0.134903082,0.121212121,0.007587401,0
YOR181W,0.046504187,0.08974359,0.001713796,0
YDR201W,0,0,0,0
YBR182C,0.011472669,0.095238095,0.005712654,0
YLR315W,0,0,0,0
YJR031C,0,0,0,0
YLR456W,0,0,0,0
YDR384C,0,0,0,0
YKR099W,0,0,0,0
YLR259C,0.012365135,0.045454545,0.002856327,0
YGR268C,0,0,0,0
YOR031W,0,0,0,0
YAL042W,0,0,0,0
YHR138C,0,0,0,0
YPL107W,0,0,0,0
YNR061C,0,0,0,0
YOR273C,0.072405257,1,0,0
YEL032W,0,0,0,0
YDL037C,0,0,0,0
YDL203C,0.020573332,1,0.004325295,0.025
YDL088C,0.072405257,0.5,0,0
YBR202W,0,0,0,0
YHR008C,0.019706257,0.333333333,0.000228506,0
YLR240W,0,0,0,0
YGL134W,0.370541778,0.654545455,0.011025421,0
YBR254C,0.032709985,0.013289037,0.011663334,0
YLR373C,0.001778779,1,0,0
YGL133W,0,0,0,0
YLR222C,0.002240792,0.166666667,0,0
YLR352W,0,0,0,0
YNR058W,0,0,0,0
YMR053C,0.024323151,0.166666667,0.000656955,0
YHL019C,0,0,0,0
YPR118W,0,0,0,0
YJR141W,0.029298341,0.133333333,0.001761402,0
YOR180C,0,0,0,0
YBR097W,0,0,0,0
YLR432W,0,0,0,0
YGR281W,0.152597486,0.02014742,0.034694659,0
YLR418C,0.009823358,0.004878049,0.004855755,0
YKL002W,0,0,0,0
YLR349W,0.024323151,0.1,0.000585547,0
YPR029C,0,0,0,0
YOR124C,0,0,0,0
YDR292C,0,0,0,0
YNL073W,0,0,0,0
YDL161W,0,0,0,0
YGL032C,0.105460595,0.094736842,0.013070075,0
YML109W,0.118237541,1,0.00060935,0
YLR148W,0.018017149,0.047619048,0,0
YDL089W,0,0,0,0
YDR418W,0,0,0,0
YGR088W,0,0,0,0
YIR035C,0.010112563,1,0,0
YIL048W,0.052830516,0.5,0.000804532,0
YKL089W,0,0,0,0
YLR454W,0,0,0,0
YBL044W,0.02682762,0.272727273,0.01870894,0
YMR154C,0.001514882,0.066666667,0,0
YGR182C,0,0,0,0
YBR174C,0,0,0,0
YPL019C,0.010692819,0.19047619,0.00112522,0
YJR140C,0.005267326,0.133333333,0.000763274,0
YDR440W,0,0,0,0
YGR018C,0,0,0,0
YLL027W,0.096519649,0.4,0.002142245,0
YIL142W,0,0,0,0
YML011C,0,0,0,0
YLR159W,0,0,0,0
YOR345C,0,0,0,0
YNR029C,0,0,0,0
YLR133W,0,0,0,0
YGL063W,0,0,0,0
YBR184W,0,0,0,0
YGR263C,0,0,0,0
YBR204C,0,0,0,0
YNR040W,0,0,0,0
YOR263C,0,0,0,0
YAL028W,0.001256303,1,0.000618871,0
YIL005W,0,0,0,0
YJL080C,0,0,0,0
YLR137W,0,0,0,0
YKL053C-A,0.01062241,0.066666667,0.000314196,0
YBR133C,0,0,0,0
YCL024W,0,0,0,0
YLR427W,0,0,0,0
YPL222W,0,0,0,0
YBR265W,0,0,0,0
YNL124W,0.012092476,0.035714286,0,0
YOL115W,0,0,0,0
YCL018W,0.00431167,0.333333333,0,0
YPL209C,0.02436304,0.141025641,0.002269296,0
YCR044C,0,0,0,0
YJR058C,0,0,0,0
YML051W,0,0,0,0
YEL077C,0.413102436,1,0.003392908,0
YBL084C,0,0,0,0
YBR281C,0.027524778,0.142857143,0.000929893,0
YLR135W,0,0,0,0
YLR466W,0,0,0,0
YOR078W,0.179480791,0.432748538,0.016827348,0
YDR488C,0.002987054,0.000447928,0.000571265,0
YER081W,0.034091824,0.083333333,0.000656275,0
YAL021C,0.002621475,0.166666667,0,0
YGL211W,0,0,0,0
YMR291W,0,0,0,0
YGL221C,0,0,0,0
YER051W,0.037836013,0.333333333,0.001071123,0.025
YNR019W,0,0,0,0
YER064C,0,0,0,0
YDR169C,0.004067139,1,0.000514139,0
YKL209C,0.031901103,0.2,0,0
YGR191W,0.0055715,0.6,0.002761116,0
YLR292C,0.002902194,0.1,0.000199943,0
YML095C,0.015666474,1,0.000856898,0
YLR154C,0,0,0,0
YOR148C,0,0,0,0
YDR111C,0,0,0,0
YBR233W,0.01355292,1,0.003046749,0
YOR320C,0.035471262,0.166666667,0.000342759,0
YMR298W,0.020713422,0.19047619,0.00119875,0
YPL246C,0,0,0,0
YGR153W,0.365851365,0.146122449,0.138531848,0
YPL174C,0.006879275,1,0,0
YFL066C,0,0,0,0
YHR090C,0,0,0,0
YKL081W,0.014397393,0.142857143,0.002206512,0
YDR136C,0,0,0,0
YNL163C,0,0,0,0
YLR036C,0,0,0,0
YDR265W,0,0,0,0
YJL079C,0,0,0,0
YPR130C,0.020269293,0.333333333,0.00096401,0
YNL244C,0.391179604,0.8,0.00978768,0.15625
YDR472W,0,0,0,0
YBR301W,0.008908474,0.19047619,0.002070837,0
YPL086C,0,0,0,0
YGL189C,0.451519134,0.564102564,0.005077461,0
YLR127C,0.023171614,0.7,0.000639927,0
YDR014W,0.081554374,0.285714286,0.003364005,0.05
YDL207W,0.011823754,0.066666667,0,0
YBR172C,0,0,0,0
YDR044W,0,0,0,0
YDR001C,0,0,0,0
YGL014W,0.023988054,0.095238095,0.000204023,0
YDR484W,0.000873544,0.333333333,0.000578066,0
YGR112W,0,0,0,0
YIL025C,0.021958401,1,0.000727065,0
YKL166C,0.015069085,0.036363636,0.001243235,0.025
YMR159C,0.037191081,0.133333333,0.001522014,0
YDL134C,0,0,0,0
YKR047W,0,0,0,0
YLR150W,0,0,0,0
YOL009C,0,0,0,0
YLR317W,0,0,0,0
YPR152C,0,0,0,0
YLR301W,0.008541575,1,0,0
YGL208W,0,0,0,0
YBR064W,0,0,0,0
YNL264C,0.013730811,0.006451613,0.005081881,0
YOR047C,0,0,0,0
YJR035W,0.179103106,0.257309942,0.029622528,0.05625
YER095W,0,0,0,0
YAL056W,0.037836013,1,0.000130915,0
YPR019W,0,0,0,0
YDR444W,0,0,0,0
YKL157W,0.006602876,0.1,0.000587301,0
YDR216W,0,0,0,0
YGL255W,0,0,0,0
YJR034W,0,0,0,0
YBR140C,0,0,0,0
YMR142C,0,0,0,0
YIL019W,0.043541181,0.4,0.002856327,0
YIL063C,0.058140866,0.065934066,0.003802202,0
YNL098C,0,0,0,0
YNL281W,0.093101692,0.091666667,0.003259386,0
YGR092W,0,0,0,0
YOL117W,0.001157581,0.333333333,0.002285061,0
YNL136W,0.136631275,0.247619048,0.001097192,0
YKL129C,0,0,0,0
YJR103W,0,0,0,0
YLR158C,0,0,0,0
YJL219W,0,0,0,0
YBR004C,0.009667856,0.095238095,0,0
YER151C,0,0,0,0
YGL073W,0.089512877,0.395604396,0.030716054,0
YOR195W,0,0,0,0
YLR175W,0,0,0,0
YPR045C,0.015911474,0.032967033,0.001713796,0
YML092C,0,0,0,0
YBL053W,0,0,0,0
YML131W,0,0,0,0
YEL072W,0,0,0,0
YJR133W,0,0,0,0
YJL059W,0,0,0,0
YDR128W,0.006334154,1,0.000761687,0
YGL111W,0.51332269,0.836363636,0.005782702,0
YDL008W,0,0,0,0
YOL039W,0,0,0,0
YOR260W,0,0,0,0
YJR157W,0,0,0,0
YBR077C,0.010623905,0.047619048,0.002285061,0
YGR136W,0,0,0,0
YJR130C,0.171899195,0.047511312,0.026254404,0.025
YJR022W,0.239267876,0.278985507,0.038888492,0
YPL194W,0,0,0,0
YLR046C,0,0,0,0
YDR215C,0.004363528,1,0.000476054,0
YLR144C,0,0,0,0
YDR436W,0,0,0,0
YOR162C,0,0,0,0
YIL139C,0,0,0,0
YMR240C,0.01577444,0.142857143,0.003249072,0
YML007W,0,0,0,0
YIR001C,0.159363643,0.016396911,0.074779315,0
YLR039C,0.004982868,1,0.000880522,0
YPR189W,0,0,0,0
YPL235W,0,0,0,0
YGL156W,0.077098431,0.181818182,0.003538331,0
YOR358W,0,0,0,0
YOR013W,0.089686163,0.490909091,0.004385698,0
YJR118C,0,0,0,0
YDL080C,0,0,0,0
YKL124W,0.002516188,0.333333333,0.00031737,0
YKL067W,0,0,0,0
YOL020W,0.322919459,0.215873016,0.042026799,0
YER155C,0.003514053,0.166666667,0,0
YPR184W,0,0,0,0
YDL113C,0.643796772,0.201451906,0.325716462,0
YHR191C,0,0,0,0
YOR080W,0,0,0,0
YJL184W,0,0,0,0
YEL044W,0.012063044,0.044444444,0.000603909,0
YKR048C,0,0,0,0
YBR113W,0,0,0,0
YHR021C,0,0,0,0
YLR308W,0.012414942,1,0,0
YPL082C,0.035215035,0.19047619,0.002427878,0
YDL002C,0.031171715,0.333333333,0.001000447,0.075
YPL149W,0,0,0,0
YDR413C,0.026566727,0.2,0.000714082,0
YGR179C,0,0,0,0
YDR179C,0.000873544,0.1,0.000578066,0
YBR114W,0,0,0,0
YDR400W,0,0,0,0
YPL130W,0,0,0,0
YOL137W,0,0,0,0
YKR062W,0,0,0,0
YPL213W,0,0,0,0
YOR214C,0.004039639,0.333333333,0,0
YJR033C,0,0,0,0
YDR542W,0,0,0,0
YBR124W,0.020269293,0.047619048,0.000249929,0
YDR394W,0,0,0,0
YGL001C,0,0,0,0
YLL014W,0.008015584,0.022222222,0,0
YNR012W,0,0,0,0
YDL070W,0,0,0,0
YLR117C,0,0,0,0
YNL160W,0,0,0,0
YDR271C,0.048936072,0.090909091,0.000579722,0
YOR122C,0,0,0,0
YDL120W,0.005943323,0.035714286,0,0
YAL058W,0.041453348,0.5,0.000576366,0
YNL102W,0,0,0,0
YFR039C,0,0,0,0
YCL056C,0,0,0,0
YOL107W,0,0,0,0
YNL028W,0.018541796,1,0.000714082,0
YLR119W,0.02429244,0.333333333,0.000249929,0
YOR281C,0.059118771,1,0,0
YDL229W,0,0,0,0
YMR067C,0,0,0,0
YLR303W,0,0,0,0
YMR011W,0.01520197,0.333333333,0.000580786,0
YIL075C,0,0,0,0
YNL311C,0,0,0,0
YNL237W,0.018918007,0.066666667,0.000971151,0
YKL205W,0.00172602,0.166666667,0,0
YOR033C,0.002516188,0.333333333,0.000952109,0
YGL040C,0,0,0,0
YGR245C,0,0,0,0
YLR403W,0,0,0,0
YOL070C,0.075824428,0.15,0.011218223,0
YPL181W,0.01082807,0.166666667,0.000574439,0
YDR189W,0.016891077,0.1,0.001542416,0
YAL036C,0,0,0,0
YPR036W,0,0,0,0
YGL135W,0,0,0,0
YLR281C,0,0,0,0
YHR079C-A,0,0,0,0
YLL037W,0,0,0,0
YDR208W,0.169625829,0.5,0.002266514,0
YFR040W,0,0,0,0
YBL027W,0,0,0,0
YDR297W,0.058105306,0.666666667,0,0
YDR059C,0,0,0,0
YFR054C,0,0,0,0
YPL078C,0,0,0,0
YGR251W,0,0,0,0
YBR096W,0,0,0,0
YGL107C,0,0,0,0
YHR199C,0,0,0,0
YMR206W,0,0,0,0
YML022W,0,0,0,0
YGR275W,0.033782155,1,0,0
YDR177W,0,0,0,0
YOR241W,0.042838371,0.333333333,0,0
YKL181W,0,0,0,0
YOL017W,0,0,0,0
YLR018C,0.217353828,0.233333333,0.013145337,0
YLR438C-A,0,0,0,0
YHR059W,0.183404617,0.033633034,0.018361266,0
YLR342W,0.050234759,0.333333333,0.011607228,0
YDR310C,0,0,0,0
YJR050W,0,0,0,0
YKL161C,0,0,0,0
YKR043C,0.107438655,0.181818182,0.005296106,0
YOR039W,0,0,0,0
YDL104C,0,0,0,0
YJL023C,0.020184837,0.333333333,0,0
YHR077C,0,0,0,0
YDR159W,0,0,0,0
YOL046C,0.070866172,0.056277056,0.0096163,0.028125
YGR119C,0,0,0,0
YLR424W,0,0,0,0
YIL094C,0,0,0,0
YBR291C,0,0,0,0
YFR055W,0.004714857,0.333333333,0.011139674,0
YLR108C,0.017280871,0.1,0.000572626,0
YFL026W,0,0,0,0
YPR136C,0,0,0,0
YNL299W,0,0,0,0
YBL038W,0,0,0,0
YAL067C,0,0,0,0
YBR054W,0,0,0,0
YJL172W,0,0,0,0
YLR344W,0,0,0,0
YLR437C,0.017211669,0.222222222,0.001338053,0
YKL025C,0,0,0,0
YBR284W,0,0,0,0
YER049W,0,0,0,0
YML107C,0,0,0,0
YDR357C,0,0,0,0
YKL063C,0,0,0,0
YDR131C,0.109762396,0.151515152,0.004909708,0.025
YBL050W,0,0,0,0
YGR101W,0,0,0,0
YHL009C,0.346852958,0.144537815,0.015568098,0
YDR167W,0,0,0,0
YER100W,0,0,0,0
YDL097C,0,0,0,0
YDR194C,0.002189584,1,0,0
YML117W,0.034269918,0.083333333,0.00288489,0
YGL178W,0,0,0,0
YJR077C,0,0,0,0
YMR178W,0.005911877,0.003623188,0.000576366,0
YDL116W,0,0,0,0
YLR244C,0,0,0,0
YLL032C,0,0,0,0
YLR237W,0,0,0,0
YNR048W,0,0,0,0
YPR138C,0,0,0,0
YGR058W,0,0,0,0
YLR395C,0,0,0,0
YLR161W,0,0,0,0
YCR004C,0,0,0,0
YLL052C,0,0,0,0
YGL235W,0.011035504,0.047619048,0,0
YOR302W,0,0,0,0
YOR213C,0.000983623,1,0,0
YJR129C,0,0,0,0
YLR164W,0.560476818,0.535947712,0.027573074,0
YLR055C,0,0,0,0
YCR107W,0,0,0,0
YDL193W,0,0,0,0
YLR125W,0.00160974,0.333333333,0.000685518,0
YBR120C,0.011107163,0.333333333,0,0
YGL023C,0,0,0,0
YGL042C,0,0,0,0
YPR037C,0,0,0,0
YOL118C,0,0,0,0
YOR222W,0,0,0,0
YNL100W,0,0,0,0
YCL026C-A,0,0,0,0
YJL015C,0.006756431,0.001536098,0.001730118,0
YDR034C,0.254359279,0.398268398,0.097972008,0
YPR046W,0,0,0,0
YFR053C,0,0,0,0
YPL195W,0,0,0,0
YDR170C,0,0,0,0
YKL108W,0,0,0,0
YMR184W,0,0,0,0
YNL309W,0,0,0,0
YGR075C,0.015765006,0.1,0,0
YCR052W,0,0,0,0
YGR271W,0,0,0,0
YDR088C,0,0,0,0
YOL105C,0,0,0,0
YBL009W,0.049659767,0.3,0.000571265,0
YKL006C-A,0,0,0,0
YNR072W,0,0,0,0
YGR253C,0,0,0,0
YDR269C,0,0,0,0
YLL039C,0,0,0,0
YLL031C,0,0,0,0
YOR084W,0,0,0,0
YGR139W,0,0,0,0
YIL031W,0,0,0,0
YPR113W,0,0,0,0
YKR019C,0,0,0,0
YCR079W,0,0,0,0
YCL034W,0,0,0,0
YOR066W,0,0,0,0
YOR064C,0.022503789,0.222222222,0.003856041,0
YDR225W,0.165374256,0.093883357,0.024199632,0
YDR052C,0,0,0,0
YJL005W,0,0,0,0
YFL058W,0,0,0,0
YBR006W,0.031924136,0.333333333,0.00069504,0
YJL006C,0,0,0,0
YIL059C,0,0,0,0
YBL092W,0.02953458,0.107142857,0,0
YPR178W,0,0,0,0
YKL168C,0.590631502,0.128325509,0.082783066,0
YDR388W,0,0,0,0
YGR250C,0.003472711,0.1,0.003141959,0
YCR087C-A,0.094590033,0.5,0,0
YJR143C,0.023647508,0.066666667,0,0
YJR065C,0.02837701,0.1,0.000585547,0
YER044C,0,0,0,0
YMR276W,0,0,0,0
YIL030C,0.108258813,0.141025641,0.003750289,0
YOR212W,0.561194028,0.38961039,0.012171391,1
YGR252W,0,0,0,0
YGL015C,0,0,0,0
YDR362C,0,0,0,0
YPL080C,0,0,0,0
YDR290W,0.002111935,0.166666667,0,0
YOR312C,0,0,0,0
YBR058C,0,0,0,0
YLR361C,0,0,0,0
YFR017C,0,0,0,0
YDL133W,0,0,0,0
YDR534C,0,0,0,0
YHR094C,0,0,0,0
YGR056W,0,0,0,0
YPL257W,0,0,0,0
YGR249W,0.00547001,0.095238095,0.000734484,0
YPL152W,0,0,0,0
YER129W,0,0,0,0
YDR067C,0,0,0,0
YMR264W,0,0,0,0
YJL213W,0,0,0,0
YJL010C,0,0,0,0
YPL189W,0.136817727,0.4,0.002399314,0
YCR035C,0,0,0,0
YJR110W,0,0,0,0
YPR125W,0,0,0,0
YDR495C,0,0,0,0
YBR243C,0,0,0,0
YDR102C,0,0,0,0
YHR180W,0,0,0,0
YIL082W,0.002451931,1,0.000856898,0
YOR332W,0.250516725,0.716666667,0.099971437,0
YJR135C,0,0,0,0
YOL058W,0,0,0,0
YDR005C,0.118317055,0.166666667,0.009015565,0
YAR019C,0,0,0,0
YER004W,0.012601174,0.090909091,0.002644483,0
YEL037C,0,0,0,0
YFL011W,0.015604404,0.133333333,0,0
YBL008W,0.014890709,1,0.001285347,0
YJR138W,0,0,0,0
YGL054C,0.008735291,0.333333333,0.001356075,0
YLR245C,0.078302514,0.105263158,0.026849472,0
YAL024C,0,0,0,0
YJR126C,0,0,0,0
YDL092W,0.021459211,0.333333333,0.000745365,0
YPL042C,0.001256303,1,0.001071123,0
YLR455W,0,0,0,0
